name,age,weight,height,noc,sport,sex
John William Fuhrer,24.0,80.0,185.0,USA,Athletics,M
Brbel Fuhrmann (-von Fircks),20.0,75.0,176.0,GER,Swimming,F
"Ingeborg ""Inge"" Fuhrmann (-Rohnstein)",20.0,57.0,171.0,GER,Athletics,F
Seiji Fujie,23.0,79.0,192.0,JPN,Basketball,M
Takuro Fujii,23.0,82.0,184.0,JPN,Swimming,M
Takuro Fujii,27.0,82.0,184.0,JPN,Swimming,M
Takuro Fujii,31.0,82.0,184.0,JPN,Swimming,M
Yasuko Fujii,18.0,56.0,165.0,JPN,Swimming,F
Kenji Fujimitsu,30.0,69.0,182.0,JPN,Athletics,M
Hiromasa Fujimori,24.0,72.0,176.0,JPN,Swimming,M
Shun Fujimoto,26.0,61.0,166.0,JPN,Gymnastics,M
Takahiro Fujimoto,18.0,76.0,183.0,JPN,Swimming,M
Takahiro Fujimoto,22.0,76.0,183.0,JPN,Swimming,M
Tatsuo Fujimoto,20.0,62.0,176.0,JPN,Swimming,M
Tatsuo Fujimoto,24.0,62.0,176.0,JPN,Swimming,M
Yutaka Fujimoto,25.0,70.0,177.0,JPN,Basketball,M
Kazu Fujimura,17.0,56.0,162.0,JPN,Swimming,F
Maiko Fujino,25.0,55.0,161.0,JPN,Swimming,F
Isamu Fujisawa,24.0,54.0,165.0,JPN,Athletics,M
Isamu Fujisawa,28.0,54.0,165.0,JPN,Athletics,M
Kenichi Fujita,25.0,61.0,167.0,JPN,Gymnastics,M
Arata Fujiwara,30.0,54.0,167.0,JPN,Athletics,M
Akiko Fukuda,22.0,58.0,165.0,JPN,Athletics,F
Tokio Fukuda,21.0,68.0,178.0,JPN,Athletics,M
Makoto Fukui,20.0,71.0,170.0,JPN,Swimming,M
Makoto Fukui,24.0,71.0,170.0,JPN,Swimming,M
Mieko Fukui,19.0,65.0,184.0,JPN,Basketball,F
Hisayo Fukumitsu,24.0,51.0,169.0,JPN,Athletics,F
Katsumi Fukura,23.0,69.0,179.0,JPN,Athletics,M
Kayoko Fukushi,22.0,47.0,160.0,JPN,Athletics,F
Kayoko Fukushi,26.0,47.0,160.0,JPN,Athletics,F
Kayoko Fukushi,30.0,47.0,160.0,JPN,Athletics,F
Kayoko Fukushi,34.0,47.0,160.0,JPN,Athletics,F
Chisato Fukushima,20.0,52.0,165.0,JPN,Athletics,F
Chisato Fukushima,24.0,52.0,165.0,JPN,Athletics,F
Chisato Fukushima,28.0,52.0,165.0,JPN,Athletics,F
Shigeo Fukushima,21.0,75.0,181.0,JPN,Swimming,M
Siegfried Flle,20.0,62.0,168.0,GER,Gymnastics,M
Siegfried Flle,25.0,62.0,168.0,GER,Gymnastics,M
Earl Arden Fuller,24.0,66.0,175.0,USA,Athletics,M
Teruo Funai,26.0,62.0,168.0,JPN,Athletics,M
"Susanne ""Sue"" Funch (-McCarthy)",17.0,54.0,160.0,AUS,Swimming,F
Ivan William Fuqua,22.0,64.0,175.0,USA,Athletics,M
Sean Patrick Furey,29.0,90.0,188.0,USA,Athletics,M
Sean Patrick Furey,33.0,90.0,188.0,USA,Athletics,M
Clifford Cook Furnas,19.0,66.0,178.0,USA,Athletics,M
Bruce MacFarlane Furniss,19.0,73.0,183.0,USA,Swimming,M
"Steven Charles ""Steve"" Furniss",19.0,80.0,193.0,USA,Swimming,M
"Steven Charles ""Steve"" Furniss",23.0,80.0,193.0,USA,Swimming,M
Jane Elizabeth Furniss-Shields,23.0,45.0,163.0,GBR,Athletics,F
Jane Elizabeth Furniss-Shields,28.0,45.0,163.0,GBR,Athletics,F
Philipp Frst,23.0,70.0,172.0,GER,Gymnastics,M
Philipp Frst,27.0,70.0,172.0,GER,Gymnastics,M
Eugen W. (-Eugene) Frstenberger,20.0,61.0,153.0,GER,Gymnastics,M
"Solomon Happy ""Sol"" Furth",25.0,66.0,173.0,USA,Athletics,M
Evelyn Pearl Furtsch (-Ojeda),18.0,43.0,158.0,USA,Athletics,F
"Heinrich-Ludwig ""Heinz"" Ftterer",25.0,72.0,164.0,GER,Athletics,M
Hiroki Fuwa,18.0,63.0,172.0,JPN,Athletics,M
"Christopher John ""Chris"" Fydler",19.0,91.0,197.0,AUS,Swimming,M
"Christopher John ""Chris"" Fydler",23.0,91.0,197.0,AUS,Swimming,M
"Christopher John ""Chris"" Fydler",27.0,91.0,197.0,AUS,Swimming,M
Kamghe Gaba,20.0,95.0,202.0,GER,Athletics,M
Kamghe Gaba,24.0,95.0,202.0,GER,Athletics,M
Kamghe Gaba,28.0,95.0,202.0,GER,Athletics,M
Peter John Gabbett,30.0,83.0,183.0,GBR,Athletics,M
"Geoffrey Steven ""Geoff"" Gaberino",22.0,81.0,190.0,USA,Swimming,M
Arne Gabius,31.0,66.0,186.0,GER,Athletics,M
Gadasu Alatan,20.0,60.0,173.0,CHN,Athletics,M
Jean Kay Gaertner,21.0,60.0,178.0,USA,Athletics,F
"Thomas Lewis ""Tom"" Gage",29.0,84.0,192.0,USA,Athletics,M
Chryste Dionne Gaines,25.0,57.0,170.0,USA,Athletics,F
Chryste Dionne Gaines,29.0,57.0,170.0,USA,Athletics,F
"Ambrose ""Rowdy"" Gaines, IV",25.0,73.0,185.0,USA,Swimming,M
Melinda Maree Gainsford-Taylor,20.0,67.0,172.0,AUS,Athletics,F
Melinda Maree Gainsford-Taylor,24.0,67.0,172.0,AUS,Athletics,F
Melinda Maree Gainsford-Taylor,28.0,67.0,172.0,AUS,Athletics,F
"Jarmila Gajdoov (-Groth-, -Wolfe)",25.0,68.0,173.0,AUS,Tennis,F
Srgio Vieira Galdino,23.0,61.0,166.0,BRA,Athletics,M
Srgio Vieira Galdino,27.0,61.0,166.0,BRA,Athletics,M
Srgio Vieira Galdino,35.0,61.0,166.0,BRA,Athletics,M
Geena Gall (-Lara),25.0,61.0,168.0,USA,Athletics,F
"John James Gallagher, Jr.",22.0,57.0,168.0,USA,Athletics,M
"Kimberly Ann ""Kim"" Gallagher",20.0,47.0,165.0,USA,Athletics,F
"Kimberly Ann ""Kim"" Gallagher",24.0,47.0,165.0,USA,Athletics,F
Carl Galle,23.0,45.0,154.0,GER,Athletics,M
"John Franks ""Jeff"" Galloway",27.0,63.0,183.0,USA,Athletics,M
Felicity Madeline Galvez,19.0,58.0,167.0,AUS,Swimming,F
Felicity Madeline Galvez,23.0,58.0,167.0,AUS,Swimming,F
Sara Gambetta,23.0,89.0,184.0,GER,Athletics,F
Yolanda Nicole Gamble,23.0,55.0,163.0,USA,Athletics,F
Ellen May Gandy,16.0,62.0,169.0,GBR,Swimming,F
Ellen May Gandy,20.0,62.0,169.0,GBR,Swimming,F
Mark Daniel Gangloff,22.0,84.0,183.0,USA,Swimming,M
Mark Daniel Gangloff,26.0,84.0,183.0,USA,Swimming,M
Gao Chang,17.0,73.0,179.0,CHN,Swimming,F
Gao Chang,25.0,73.0,179.0,CHN,Swimming,F
Gao Han,21.0,54.0,171.0,CHN,Athletics,F
Gao Hongmiao,22.0,51.0,162.0,CHN,Athletics,F
Gao Shuying,20.0,62.0,180.0,CHN,Athletics,F
Gao Shuying,24.0,62.0,180.0,CHN,Athletics,F
Gao Shuying,28.0,62.0,180.0,CHN,Athletics,F
Gao Song,20.0,85.0,190.0,CHN,Basketball,F
Gao Song,24.0,85.0,190.0,CHN,Basketball,F
Gao Xinglong,22.0,63.0,182.0,CHN,Athletics,M
Gao Yang,23.0,105.0,178.0,CHN,Athletics,F
Adalberto Batista Garcia,28.0,64.0,178.0,BRA,Athletics,M
Alex Ribeiro Garcia,32.0,102.0,192.0,BRA,Basketball,M
Alex Ribeiro Garcia,36.0,102.0,192.0,BRA,Basketball,M
"Benjamin Benito ""Benny"" Garcia",23.0,86.0,180.0,USA,Athletics,M
Esmeralda de Jesus Freitas Garca Silami,17.0,52.0,162.0,BRA,Athletics,F
Esmeralda de Jesus Freitas Garca Silami,25.0,52.0,162.0,BRA,Athletics,F
Hlio Rubens Garcia,27.0,76.0,185.0,BRA,Basketball,M
Hlio Rubens Garcia,30.0,76.0,185.0,BRA,Basketball,M
Linda Maree Garden (-Parr),28.0,63.0,178.0,AUS,Athletics,F
Jason John Gardener,24.0,75.0,176.0,GBR,Athletics,M
Jason John Gardener,28.0,75.0,176.0,GBR,Athletics,M
"Robert Charles ""Bob"" Gardiner",28.0,63.0,170.0,AUS,Athletics,M
"Robert Charles ""Bob"" Gardiner",32.0,63.0,170.0,AUS,Athletics,M
John Neville Gardiner,21.0,89.0,191.0,AUS,Basketball,M
Dora Kathleen Gardner,36.0,60.0,167.0,GBR,Athletics,F
English Gardner,24.0,55.0,168.0,USA,Athletics,F
Maureen Angela Jane Gardner (-Dyson),19.0,59.0,172.0,GBR,Athletics,F
Peter John Gardner,23.0,74.0,183.0,AUS,Athletics,M
Mark James Garner,19.0,69.0,174.0,AUS,Athletics,M
Mark James Garner,23.0,69.0,174.0,AUS,Athletics,M
Kevin Maurice Garnett,24.0,100.0,207.0,USA,Basketball,M
"John Carlyle ""Johnny"" Garrels",22.0,89.0,185.0,USA,Athletics,M
"Robert ""Bob"" Garrett",20.0,81.0,188.0,USA,Athletics,M
"Robert ""Bob"" Garrett",24.0,81.0,188.0,USA,Athletics,M
Carla Sue Garrett,24.0,60.0,186.0,USA,Athletics,F
Robert Garrett,31.0,103.0,194.0,GER,Basketball,M
Zina Lynna Garrison (-Jackson),24.0,58.0,162.0,USA,Tennis,F
Zina Lynna Garrison (-Jackson),28.0,58.0,162.0,USA,Tennis,F
Kelly Garrison-Steves (-Funderburk),21.0,48.0,155.0,USA,Gymnastics,F
Stacey Gartrell,19.0,60.0,171.0,AUS,Swimming,F
Robert Gary,23.0,62.0,177.0,USA,Athletics,M
Robert Gary,31.0,62.0,177.0,USA,Athletics,M
"Kreszentia ""Zenta"" Gastl-Kopp",22.0,62.0,175.0,GER,Athletics,F
"Kreszentia ""Zenta"" Gastl-Kopp",26.0,62.0,175.0,GER,Athletics,F
"Terrence Steven ""Terry"" Gathercole",20.0,76.0,177.0,AUS,Swimming,M
"Terrence Steven ""Terry"" Gathercole",24.0,76.0,177.0,AUS,Swimming,M
"James F. ""Jimmy"" Gathers",22.0,69.0,181.0,USA,Athletics,M
Justin Alexander Gatlin,22.0,80.0,186.0,USA,Athletics,M
Justin Alexander Gatlin,30.0,80.0,186.0,USA,Athletics,M
Justin Alexander Gatlin,34.0,80.0,186.0,USA,Athletics,M
Jason Gatson,24.0,72.0,165.0,USA,Gymnastics,M
Hartwig Gauder,37.0,70.0,186.0,GER,Athletics,M
Daria Gavrilova,22.0,61.0,166.0,AUS,Tennis,F
Tyson Lashane Gay,25.0,80.0,181.0,USA,Athletics,M
Tyson Lashane Gay,29.0,80.0,181.0,USA,Athletics,M
Tyson Lashane Gay,33.0,80.0,181.0,USA,Athletics,M
"Mitchell Jay ""Mitch"" Gaylord",23.0,68.0,174.0,USA,Gymnastics,M
Andrew Barry Casson Gaze,19.0,96.0,201.0,AUS,Basketball,M
Andrew Barry Casson Gaze,23.0,96.0,201.0,AUS,Basketball,M
Andrew Barry Casson Gaze,27.0,96.0,201.0,AUS,Basketball,M
Andrew Barry Casson Gaze,30.0,96.0,201.0,AUS,Basketball,M
Andrew Barry Casson Gaze,35.0,96.0,201.0,AUS,Basketball,M
Lindsay John Casson Gaze,28.0,76.0,184.0,AUS,Basketball,M
Ge Manqi,18.0,52.0,162.0,CHN,Athletics,F
Ge Ping,23.0,56.0,169.0,CHN,Athletics,F
Max Gebhardt,32.0,48.0,161.0,GER,Athletics,M
Jamil Gedeo,25.0,83.0,190.0,BRA,Basketball,M
Wilhelm Adolph Ernst Geerling,23.0,73.0,183.0,GER,Athletics,M
"Judith Anne ""Judy"" Gegan (-Wilson)",19.0,62.0,160.0,GBR,Swimming,F
Walter Thomas Gegan,28.0,59.0,175.0,USA,Athletics,M
Gnther Gehmert,23.0,86.0,188.0,GER,Athletics,M
"Donald Arthur ""Don"" Gehrmann",20.0,60.0,178.0,USA,Athletics,M
Paul Geoffrey Geis,23.0,66.0,180.0,USA,Athletics,M
Hans-Gnter Geister,23.0,73.0,177.0,GER,Athletics,M
Adam Ahmed R. Gemili,18.0,75.0,178.0,GBR,Athletics,M
Adam Ahmed R. Gemili,22.0,75.0,178.0,GBR,Athletics,M
